location,datetime,tempmax,dew,humidity,solarradiation
padukka,2020-11-30,33.1,23,76.6,226.3
padukka,2020-12-01,31.1,22.3,76,199.3
padukka,2020-12-02,28.1,23.3,85.4,55
padukka,2020-12-03,30.1,23.4,80,191.7
padukka,2020-12-04,29.1,23.7,87.5,164.1
padukka,2020-12-05,30.4,23.2,85.6,144.7
padukka,2020-12-06,30.8,23.6,83,233.7
padukka,2020-12-07,31.4,23.1,79.1,260.3
padukka,2020-12-08,30.8,23.3,83,210
padukka,2020-12-09,32.1,23.3,79.6,208.2
padukka,2020-12-10,31.1,22.4,77,181.6
padukka,2020-12-11,32.2,21.5,73.1,256.9
padukka,2020-12-12,31.8,21.7,75.2,236.7
padukka,2020-12-13,32,22.4,77.9,253
padukka,2020-12-14,31.1,20.3,70.9,266.3
padukka,2020-12-15,31.1,21.9,77.2,191.6
padukka,2020-12-16,30.3,23.5,82.1,210
padukka,2020-12-17,31.1,23.3,80.5,222.7
padukka,2020-12-18,29.6,23.3,83.7,206.4
padukka,2020-12-19,30.1,23.8,83.7,141.1
padukka,2020-12-20,28.8,23.7,87.3,114.1
padukka,2020-12-21,29.6,23.2,84.1,98.2
padukka,2020-12-22,27.9,23.3,88.7,91.1
padukka,2020-12-23,31.1,22.9,83.6,98
padukka,2020-12-24,31.1,23.1,82.2,205.9
padukka,2020-12-25,32.8,22.3,75.7,240.6
padukka,2020-12-26,30.1,21.6,76.7,229.5
padukka,2020-12-27,28.6,22.5,83.9,100
padukka,2020-12-28,30.6,23.4,83.9,203.6
padukka,2020-12-29,30.2,24,84.8,163.1
padukka,2020-12-30,31.1,23.9,84.3,233.9
padukka,2020-12-31,30.1,23.5,88.6,166
padukka,2021-01-01,29.1,22.4,83.8,165.2
padukka,2021-01-02,30.8,22.7,78.4,157.6
padukka,2021-01-03,30.3,23.7,82,164.9
padukka,2021-01-04,30.1,24.1,87.5,170.4
padukka,2021-01-05,30.8,23.6,87,186.3
padukka,2021-01-06,30.1,23.8,86.6,195.4
padukka,2021-01-07,31.1,23.7,82,153.5
padukka,2021-01-08,30.1,24.9,86.3,115.8
padukka,2021-01-09,27.1,23.8,91.2,119.4
padukka,2021-01-10,30.8,23.2,85.3,150.7
padukka,2021-01-11,28.1,23.4,87.6,80.3
padukka,2021-01-12,30.3,24.1,88.5,172.2
padukka,2021-01-13,29.1,23.9,89.3,83.3
padukka,2021-01-14,32.1,23.9,86.3,183.1
padukka,2021-01-15,29.6,23.8,89,85
padukka,2021-01-16,30.1,23.3,86.2,151.3
padukka,2021-01-17,32.1,23.2,81.9,215.6
padukka,2021-01-18,28.8,22.1,81.8,196.4
padukka,2021-01-19,30.1,21.8,77,215
padukka,2021-01-20,30.3,23,79.4,233.2
padukka,2021-01-21,31.1,24.4,83.1,231
padukka,2021-01-22,34.6,24.5,82.3,239.5
padukka,2021-01-23,32.8,21.8,72.9,249.9
padukka,2021-01-24,32.8,20.5,70.3,263.5
padukka,2021-01-25,31.1,21.1,72.4,239.5
padukka,2021-01-26,32.1,18.8,64.9,231.5
padukka,2021-01-27,32.1,19.6,68.4,262.7
padukka,2021-01-28,32.1,21.1,71.1,239
padukka,2021-01-29,31,22.7,78.6,185.5
padukka,2021-01-30,32.1,23.3,83.1,168.5
padukka,2021-01-31,32.1,23.4,85.1,189.7
padukka,2021-02-01,32.1,23,79.2,220.4
padukka,2021-02-02,33.1,22.8,75.7,223.7
padukka,2021-02-03,32.1,21.8,72.7,173.8
padukka,2021-02-04,32.8,20.5,67,244.4
padukka,2021-02-05,31.8,21,71,198.9
padukka,2021-02-06,32.1,22.5,78.1,211.6
padukka,2021-02-07,32.1,22.8,76.4,185.1
padukka,2021-02-08,32.8,21.6,70.4,219.4
padukka,2021-02-09,33.6,20,64.5,266.7
padukka,2021-02-10,32.1,18.3,59.6,278.4
padukka,2021-02-11,32.4,19.2,64.7,254.5
padukka,2021-02-12,32.5,20.7,68.4,289
padukka,2021-02-13,32.8,22.4,75,255.1
padukka,2021-02-14,31.1,23,78.6,261.5
padukka,2021-02-15,33.1,22.3,74.8,290.9
padukka,2021-02-16,30.8,23.1,80.4,245.5
padukka,2021-02-17,31.4,23,78.9,281.9
padukka,2021-02-18,31,22.9,79.1,252.1
padukka,2021-02-19,30.8,22.9,76.8,257.4
padukka,2021-02-20,33.2,23.1,74.1,256.9
padukka,2021-02-21,33.7,23.1,77.1,256.7
padukka,2021-02-22,35.1,23.1,78.8,267.5
padukka,2021-02-23,33.1,23.1,75.9,258.8
padukka,2021-02-24,32.8,22.9,74.4,267
padukka,2021-02-25,31.1,23.5,78.5,261.7
padukka,2021-02-26,31.3,22.5,74.9,264
padukka,2021-02-27,31.1,21.6,73.1,256.4
padukka,2021-02-28,31.6,22,71.7,251.7
padukka,2021-03-01,31.1,22.6,75.4,196.3
padukka,2021-03-02,31.3,22,75.3,280.1
padukka,2021-03-03,32.4,21.5,72.3,253.1
padukka,2021-03-04,32.1,22.2,72.5,265.9
padukka,2021-03-05,32.1,22.7,75.2,258.8
padukka,2021-03-06,31.8,23.6,81.4,226.2
padukka,2021-03-07,31.6,23.4,80.5,266.7
padukka,2021-03-08,31.8,23.7,83.6,224.7
padukka,2021-03-09,31.1,23.1,80.7,267.2
padukka,2021-03-10,31.1,23,83.6,222.9
padukka,2021-03-11,30.6,22.5,81.5,134.9
padukka,2021-03-12,32.3,23.1,77.7,264.6
padukka,2021-03-13,31.8,23.8,77.7,274
padukka,2021-03-14,33.1,23.5,79.1,269.6
padukka,2021-03-15,32.7,23,72.8,261.2
padukka,2021-03-16,32.8,23.5,75.6,265.3
padukka,2021-03-17,32.8,23.9,77.8,280.7
padukka,2021-03-18,31.8,23.7,77.5,205.9
padukka,2021-03-19,30.3,23.8,82.3,183.1
padukka,2021-03-20,31.1,24.4,81.8,188.6
padukka,2021-03-21,31.2,24.1,85.9,231.9
padukka,2021-03-22,32.6,24.2,81.2,247
padukka,2021-03-23,32.4,24,79,258.7
padukka,2021-03-24,32.8,23.8,79,212.9
padukka,2021-03-25,31.1,24,82.3,126.6
padukka,2021-03-26,32.1,24,80.4,248.8
padukka,2021-03-27,31.6,23.8,83.3,204.1
padukka,2021-03-28,31.6,23.2,85.2,128.4
padukka,2021-03-29,31.8,23.2,79.7,213.1
padukka,2021-03-30,33.1,23.5,76.6,225.9
padukka,2021-03-31,32.6,25.1,78.8,240.4
padukka,2021-04-01,32.2,25,77.5,243.1
padukka,2021-04-02,32.4,25.3,78.7,202.9
padukka,2021-04-03,32.6,24.3,73.3,250.5
padukka,2021-04-04,32.6,23.8,76.2,298.2
padukka,2021-04-05,32.1,24.7,78.7,276.3
padukka,2021-04-06,33.1,25.1,77.5,275.9
padukka,2021-04-07,32.3,23.7,75.7,279
padukka,2021-04-08,31.6,23.8,77.6,280.4
padukka,2021-04-09,32.1,24.1,79,281.2
padukka,2021-04-10,32.1,24.2,78.1,278.6
padukka,2021-04-11,32.1,23.7,77.7,178.5
padukka,2021-04-12,32.6,23.5,79.4,256.4
padukka,2021-04-13,32.6,24.2,78.8,260
padukka,2021-04-14,32.6,24.1,80.7,249.1
padukka,2021-04-15,31.8,23.9,78.1,232.9
padukka,2021-04-16,32.6,24.2,77.6,217.7
padukka,2021-04-17,31.1,24.7,81.7,203
padukka,2021-04-18,32.1,24.7,78,183.5
padukka,2021-04-19,32.2,24.7,78.9,248.3
padukka,2021-04-20,32.1,24.7,79,225.1
padukka,2021-04-21,31.1,24.7,81.1,231.1
padukka,2021-04-22,32.2,25,79.2,251
padukka,2021-04-23,30.1,24.6,85.1,236.2
padukka,2021-04-24,32.1,25,82.1,245.1
padukka,2021-04-25,32.1,24.4,77.9,255
padukka,2021-04-26,32.4,24.7,79.2,247.9
padukka,2021-04-27,32.6,25.1,78.4,258.9
padukka,2021-04-28,32.2,25.4,79.2,231.1
padukka,2021-04-29,32.1,25.3,79.7,232.7
padukka,2021-04-30,31.1,24.8,85.9,246.1
padukka,2021-05-01,30.6,24.9,83.4,179.4
padukka,2021-05-02,32.1,24.8,83.8,261.5
padukka,2021-05-03,31.3,24.8,85.4,217.6
padukka,2021-05-04,31.2,24.2,84.5,179
padukka,2021-05-05,32.1,23.8,79.6,249.7
padukka,2021-05-06,31.3,24.7,83.4,230.5
padukka,2021-05-07,32.1,24,83.4,225.2
padukka,2021-05-08,32.1,24.9,83.5,221.5
padukka,2021-05-09,32.1,24.8,82,219.1
padukka,2021-05-10,32.1,25,82.3,157.9
padukka,2021-05-11,32.1,25.1,80,217.5
padukka,2021-05-12,29.7,25.3,88.2,181.1
padukka,2021-05-13,29.4,25.3,91,84.7
padukka,2021-05-14,30.1,24.4,86,152.2
padukka,2021-05-15,31.1,24.9,83.2,133.3
padukka,2021-05-16,32.1,25.5,82.2,217.9
padukka,2021-05-17,32.4,25.1,79.5,269.6
padukka,2021-05-18,32.1,25.4,79.5,246.9
padukka,2021-05-19,32.1,25.6,81.2,234.5
padukka,2021-05-20,31.2,25,89.3,179.8
padukka,2021-05-21,30.5,24.3,91.9,172.9
padukka,2021-05-22,31.4,25.4,86.1,167.7
padukka,2021-05-23,29.1,25.2,89.8,172.2
padukka,2021-05-24,30.1,25.7,84.6,116.7
padukka,2021-05-25,29.1,24.6,84.4,65.8
padukka,2021-05-26,30.1,24.1,78.5,202.6
padukka,2021-05-27,31.1,24.6,78,194.4
padukka,2021-05-28,31.1,25.2,79.2,202.8
padukka,2021-05-29,31.1,25.3,79.4,187.8
padukka,2021-05-30,31.1,25,77.5,222.5
padukka,2021-05-31,31.1,25.2,78.1,206.8
padukka,2021-06-01,31.1,25,77.4,212.2
padukka,2021-06-02,31.1,25.4,81,228
padukka,2021-06-03,29.1,25.2,92.5,191.1
padukka,2021-06-04,30.1,25.5,86.5,151.5
padukka,2021-06-05,30.1,25,89.1,157.6
padukka,2021-06-06,31.1,25,84.8,237.2
padukka,2021-06-07,31.1,25.3,85.1,213.2
padukka,2021-06-08,30.1,25.1,86.6,134.8
padukka,2021-06-09,30.4,24.7,87.4,125.3
padukka,2021-06-10,31.1,25.4,83.9,217.3
padukka,2021-06-11,30.9,24.8,79.1,229.5
padukka,2021-06-12,30.7,24.7,80.1,198.8
padukka,2021-06-13,30.7,25.2,85.2,169.3
padukka,2021-06-14,29.6,24.1,87.6,172.1
padukka,2021-06-15,30.8,24.7,79.6,209.3
padukka,2021-06-16,31.1,24.9,80.3,228.9
padukka,2021-06-17,31.1,25.1,80.6,217.9
padukka,2021-06-18,31.1,25,79.1,238.7
padukka,2021-06-19,31.1,24.6,76.9,233.2
padukka,2021-06-20,31.2,24.5,76.5,224.2
padukka,2021-06-21,31.1,25,78.5,234.5
padukka,2021-06-22,31.1,24.9,79.3,176.1
padukka,2021-06-23,31.1,24.7,79.6,177
padukka,2021-06-24,31.1,24.7,80.7,186.2
padukka,2021-06-25,31.1,24.6,78.2,221
padukka,2021-06-26,31.1,24.8,78.4,194.1
padukka,2021-06-27,30.6,24.4,77.4,182
padukka,2021-06-28,31.1,24.3,78.3,208.6
padukka,2021-06-29,31.1,24.6,81,226.9
padukka,2021-06-30,31.1,24.9,84.2,225.2
padukka,2021-07-01,31.1,25,85,186.9
padukka,2021-07-02,30.1,24.4,83,192.1
padukka,2021-07-03,30.2,24.9,83.3,183.7
padukka,2021-07-04,31.1,25.2,85.7,157.5
padukka,2021-07-05,30.8,25.4,84.9,222.2
padukka,2021-07-06,30.1,24.8,80.9,201.2
padukka,2021-07-07,30.9,25,81.3,200
padukka,2021-07-08,31.1,25.1,81.9,191.4
padukka,2021-07-09,30.1,24.9,84.4,144.7
padukka,2021-07-10,29.8,23.2,77.6,169.2
padukka,2021-07-11,30.8,23.9,78,186.9
padukka,2021-07-12,30.2,24.6,81.2,205.9
padukka,2021-07-13,30.1,24.9,80.6,239.9
padukka,2021-07-14,30.1,24.8,81.4,225.2
padukka,2021-07-15,30.1,24.9,80.9,207.5
padukka,2021-07-16,31.1,24.8,81,219.9
padukka,2021-07-17,30.1,24.5,79,228.8
padukka,2021-07-18,30.2,24,77.6,214.5
padukka,2021-07-19,30.7,24.3,77.3,216.8
padukka,2021-07-20,30.9,24.4,77.6,221.6
padukka,2021-07-21,30.5,24.8,79.4,213.5
padukka,2021-07-22,30.3,24.8,81.1,181.3
padukka,2021-07-23,30.2,24.7,81.9,166.6
padukka,2021-07-24,28.2,24.3,88.6,146.2
padukka,2021-07-25,30.1,24.7,86.2,149.9
padukka,2021-07-26,28.1,24.1,89.4,94
padukka,2021-07-27,30.1,24.7,84.9,213.6
padukka,2021-07-28,30.1,24.7,82.5,209
padukka,2021-07-29,30.3,24.4,82,220.2
padukka,2021-07-30,30.4,24.4,78.4,239.8
padukka,2021-07-31,30.5,24.6,79.6,246.5
padukka,2021-08-01,30.2,24.2,77.6,213.2
padukka,2021-08-02,30.2,24.3,78.5,199.4
padukka,2021-08-03,30.3,24.2,79.3,216
padukka,2021-08-04,31.1,24.7,81.2,202.3
padukka,2021-08-05,30.1,24.7,80.6,207.7
padukka,2021-08-06,31.1,24.8,80.6,174.8
padukka,2021-08-07,29.4,24.3,81.6,176.9
padukka,2021-08-08,29.1,25,87.3,147.5
padukka,2021-08-09,30.8,24.6,82.9,195.6
padukka,2021-08-10,30.8,24.3,82.8,215.6
padukka,2021-08-11,30.1,24.5,82,160.6
padukka,2021-08-12,28.6,24.1,81.9,186.2
padukka,2021-08-13,29.1,24.1,81.9,179.4
padukka,2021-08-14,29.2,24,80,234.3
padukka,2021-08-15,29.3,24.2,81.6,153.8
padukka,2021-08-16,29.5,24.1,80.7,229.7
padukka,2021-08-17,30.1,24.6,82.6,186.9
padukka,2021-08-18,30.1,24.6,83.8,172.1
padukka,2021-08-19,29.9,24.1,80.4,201.3
padukka,2021-08-20,31.1,24.2,81.1,221.8
padukka,2021-08-21,30.1,24.4,83.1,161.4
padukka,2021-08-22,29.4,24.5,84.8,159.8
padukka,2021-08-23,31.1,24.5,82.1,235.8
padukka,2021-08-24,30.6,24.1,81.6,249.2
padukka,2021-08-25,30.1,23.9,86.1,188.6
padukka,2021-08-26,29.1,24.2,89.6,155.6
padukka,2021-08-27,30.1,24.1,85.8,137.1
padukka,2021-08-28,30.1,24.4,81.1,172.3
padukka,2021-08-29,30.6,24,82.9,133.5
padukka,2021-08-30,30.1,23.9,79.2,182.9
padukka,2021-08-31,30.5,24.4,79.7,245.8
padukka,2021-09-01,30.3,24.7,82,218.5
padukka,2021-09-02,29.4,24.5,82.1,172.5
padukka,2021-09-03,30.1,24.1,80.6,185.9
padukka,2021-09-04,29.1,24.4,84.3,206
padukka,2021-09-05,29.4,24.5,83.9,168.5
padukka,2021-09-06,30.1,24.4,81.4,161.5
padukka,2021-09-07,30.7,24.4,80.2,226.3
padukka,2021-09-08,30.1,24.3,82.8,210.8
padukka,2021-09-09,31.1,24,79.9,248.9
padukka,2021-09-10,30.9,24.7,79.6,211.4
padukka,2021-09-11,30.7,24.3,79.5,216.8
padukka,2021-09-12,31,23.9,76.6,224.2
padukka,2021-09-13,29.4,24.6,82.4,197.5
padukka,2021-09-14,30.6,25,83.1,198.5
padukka,2021-09-15,30.8,24.8,84.9,208
padukka,2021-09-16,29.1,24.4,86.1,161.5
padukka,2021-09-17,30.1,24.9,83.7,198.2
padukka,2021-09-18,30.3,24.9,83.6,209.4
padukka,2021-09-19,31.1,24.8,82.2,225.3
padukka,2021-09-20,30.2,24.8,83.8,226.2
padukka,2021-09-21,29.1,24.2,87.9,215.8
padukka,2021-09-22,31,24.2,82.2,190.9
padukka,2021-09-23,30.4,24.8,80.3,202.5
padukka,2021-09-24,30.1,24.9,82,219.2
padukka,2021-09-25,30.1,24.8,82.4,204.4
padukka,2021-09-26,30.1,24.3,82.3,166.3
padukka,2021-09-27,29.6,23.4,76.6,198.2
padukka,2021-09-28,28.1,23.2,83.7,117
padukka,2021-09-29,30.5,23.6,80,224.6
padukka,2021-09-30,29.8,24.3,80,191.3
padukka,2021-10-01,28.1,23.3,88.8,70.4
padukka,2021-10-02,29.3,22.7,83.2,198.7
padukka,2021-10-03,29.8,23.6,86.1,210.7
padukka,2021-10-04,28.5,23.8,85.3,169.4
padukka,2021-10-05,26.1,23.7,93.5,115.5
padukka,2021-10-06,29.4,23.5,86,189.9
padukka,2021-10-07,31,23.9,82.5,240.6
padukka,2021-10-08,31,23.7,79.9,227.6
padukka,2021-10-09,30,23.7,79,215.7
padukka,2021-10-10,30,24.1,80.5,154.7
padukka,2021-10-11,28.8,23,79.6,156
padukka,2021-10-12,29.6,23.7,80.7,179.1
padukka,2021-10-13,30.7,24,77.7,225.8
padukka,2021-10-14,31.4,24.1,77.3,236.9
padukka,2021-10-15,30.7,23.8,78.4,211.1
padukka,2021-10-16,29.1,23.9,83.2,162.2
padukka,2021-10-17,30.6,24,78,196.4
padukka,2021-10-18,31.4,23.6,76.9,202.2
padukka,2021-10-19,30.6,23.9,79.6,200.8
padukka,2021-10-20,30.8,24.1,85.9,176.1
padukka,2021-10-21,30.1,23.7,86.1,207.7
padukka,2021-10-22,30.2,24.1,84.4,204.6
padukka,2021-10-23,31.6,23.5,79.3,235.7
padukka,2021-10-24,30.4,23.1,82.2,208
padukka,2021-10-25,31,24,84.3,176.8
padukka,2021-10-26,30.1,23.2,86.8,182.1
padukka,2021-10-27,29.1,22.8,85.9,82.4
padukka,2021-10-28,28.5,23.2,88.6,168.2
padukka,2021-10-29,29,23.4,88.6,88.1
padukka,2021-10-30,28.4,23.5,91.1,115.2
padukka,2021-10-31,30.1,23.7,88.9,201.8
padukka,2021-11-01,29.1,24.1,91.4,126.7
padukka,2021-11-02,30.5,23.8,87.1,230.6
padukka,2021-11-03,29.1,23.6,87.8,158.9
padukka,2021-11-04,29.3,23.5,88.7,152.7
padukka,2021-11-05,29.1,23.2,90.6,134.1
padukka,2021-11-06,29.1,23.9,87.3,138.3
padukka,2021-11-07,28.1,23.7,86.7,122.5
padukka,2021-11-08,26.1,22.8,92.3,56.1
padukka,2021-11-09,26.7,22.9,89,83.6
padukka,2021-11-10,28.3,23,86.8,166.2
padukka,2021-11-11,29,23.4,86.5,192.8
padukka,2021-11-12,29.1,24.1,83.5,166
padukka,2021-11-13,30.3,23.9,84.1,169.8
padukka,2021-11-14,29.1,23.6,89.8,145.9
padukka,2021-11-15,28.2,24,89,154
padukka,2021-11-16,28.1,24.1,86.2,142.6
padukka,2021-11-17,29,24.3,86.7,143.4
padukka,2021-11-18,29.1,23.8,85.7,170.9
padukka,2021-11-19,29.1,24,83.6,162
padukka,2021-11-20,30.3,23.2,78.9,231.2
padukka,2021-11-21,30.6,22,77.3,242.7
padukka,2021-11-22,30.8,23.2,79,212.2
padukka,2021-11-23,32.1,23.8,83.5,152.9
padukka,2021-11-24,28.8,24,92.1,99.9
padukka,2021-11-25,27.1,24.1,94.2,82.3
padukka,2021-11-26,30.4,23.7,86.1,200.1
padukka,2021-11-27,30.6,24.3,88.6,204.4
padukka,2021-11-28,29.3,23.8,91,134.9
padukka,2021-11-29,29,23.8,87.1,137.7
padukka,2021-11-30,29.5,24.1,89.7,213.4
padukka,2021-12-01,29.8,23.9,86.2,212.4
padukka,2021-12-02,30.5,23.7,82.9,230.6
padukka,2021-12-03,31.1,24.4,84.3,202.8
padukka,2021-12-04,30.9,24.5,82.9,203.5
padukka,2021-12-05,31.1,24.4,83.9,222.8
padukka,2021-12-06,31.1,24.4,86.3,193.6
padukka,2021-12-07,32.1,23.5,79.4,240
padukka,2021-12-08,32.1,23.8,80.2,237.3
padukka,2021-12-09,32.1,23.3,77.6,178.2
padukka,2021-12-10,33.1,23.1,76.5,235.5
padukka,2021-12-11,34.1,23.4,78,230.6
padukka,2021-12-12,33.1,23.8,83.1,208.1
padukka,2021-12-13,32.1,24.1,90,134.5
padukka,2021-12-14,30.1,24.2,88.9,143.6
padukka,2021-12-15,29.5,24.1,91.1,78.1
padukka,2021-12-16,31.1,24.1,84.5,222.3
padukka,2021-12-17,31.7,23.8,82.9,185.6
padukka,2021-12-18,32.1,24.1,84.8,211.9
padukka,2021-12-19,32.1,22.9,77,192.6
padukka,2021-12-20,32.1,23.2,80.1,223.9
padukka,2021-12-21,32.1,24.3,85.6,235.1
padukka,2021-12-22,32.1,23.8,82.6,230.2
padukka,2021-12-23,31.1,22.8,81.4,224.6
padukka,2021-12-24,32.1,21.2,78.2,269.5
padukka,2021-12-25,32.1,19.6,70.5,249.1
padukka,2021-12-26,30.1,22,81.2,214.2
padukka,2021-12-27,33.1,20.8,72.3,241.7
padukka,2021-12-28,33.1,21.7,75.6,262.3
padukka,2021-12-29,33.1,23,79,253.8
padukka,2021-12-30,31.1,24.1,88,221.4
padukka,2021-12-31,30.3,23.9,89.4,219.2
padukka,2022-01-01,31.1,24.2,86.9,228.2
padukka,2022-01-02,32.1,23.7,81.1,226
padukka,2022-01-03,31.1,23.7,84.3,190.7
padukka,2022-01-04,30.1,23.2,81.6,199.1
padukka,2022-01-05,30.1,24.1,86.4,138
padukka,2022-01-06,34.1,23.9,79,223.3
padukka,2022-01-07,33.1,24.1,83.1,233.4
padukka,2022-01-08,32.1,23.7,80.6,248.7
padukka,2022-01-09,33.8,22.3,72.5,196.8
padukka,2022-01-10,31.1,23.9,83.5,147.6
padukka,2022-01-11,32.1,23.5,80.1,226.1
padukka,2022-01-12,31.1,24.7,87.5,226.1
padukka,2022-01-13,31.1,25.3,87.9,229.3
padukka,2022-01-14,31.1,25.6,86.7,223.9
padukka,2022-01-15,30.1,26,89.8,216.8
padukka,2022-01-16,33.1,24.1,81.5,230.5
padukka,2022-01-17,34.1,22.7,73.2,235.9
padukka,2022-01-18,33.1,22.4,73.4,259
padukka,2022-01-19,34.1,20.8,66,257.5
padukka,2022-01-20,33.1,19.2,66.8,273.6
padukka,2022-01-21,32.1,18.1,67,286.3
padukka,2022-01-22,30.1,21.9,80.2,281.4
padukka,2022-01-23,31.1,24.2,85.8,262.2
padukka,2022-01-24,30.1,23.7,83.6,249.2
padukka,2022-01-25,30.1,23.5,84.3,236.2
padukka,2022-01-26,31.1,23.4,81.8,242.5
padukka,2022-01-27,32.1,21.2,74.6,263.4
padukka,2022-01-28,31.3,22,76.7,237.2
padukka,2022-01-29,32.1,24.6,85.4,251.8
padukka,2022-01-30,31.1,25.1,87,251.8
padukka,2022-01-31,31.1,24.8,83.4,196.5
padukka,2022-02-01,34.1,21.9,72.4,283.9
padukka,2022-02-02,31.1,21.2,72.2,235.8
padukka,2022-02-03,29.1,22.1,78.4,250.1
padukka,2022-02-04,31.2,22.2,79.7,287.4
padukka,2022-02-05,33.1,23.7,80.6,280.8
padukka,2022-02-06,34.1,21.1,70.9,265.8
padukka,2022-02-07,33.1,20,64.4,218
padukka,2022-02-08,33.1,21.3,73.9,256.8
padukka,2022-02-09,34.1,20.5,66.1,270.6
padukka,2022-02-10,31.1,23.2,81.9,181.3
padukka,2022-02-11,30.1,24.5,88.2,215.3
padukka,2022-02-12,31.8,24.2,88.7,179.1
padukka,2022-02-13,29.1,23.2,88,75.8
padukka,2022-02-14,33.1,22.5,76,237
padukka,2022-02-15,33.1,21,70.4,283.5
padukka,2022-02-16,33.1,20.6,69.5,289.2
padukka,2022-02-17,33.1,20.5,70.5,282.1
padukka,2022-02-18,32.1,22.7,77.4,194.2
padukka,2022-02-19,28.1,24.3,90.3,185.9
padukka,2022-02-20,31.9,23.5,84,271
padukka,2022-02-21,30.7,24.5,84.6,257.1
padukka,2022-02-22,31.7,24.2,84.4,268.1
padukka,2022-02-23,31.3,23.2,81.5,269.2
padukka,2022-02-24,33.1,22.1,73.2,252.6
padukka,2022-02-25,34.1,22,73.2,265.8
padukka,2022-02-26,32.1,22.9,81.5,262.4
padukka,2022-02-27,35.1,21.6,71.5,274.6
padukka,2022-02-28,34.1,21.4,69.5,282.1
padukka,2022-03-01,35.1,21.2,65.5,270.5
padukka,2022-03-02,32.1,22.6,75.3,195.9
padukka,2022-03-03,32.8,22.4,69.9,197.7
padukka,2022-03-04,32.1,23.8,78.1,239.5
padukka,2022-03-05,31.1,23.7,81.1,266.6
padukka,2022-03-06,31.1,23.7,81.4,290
padukka,2022-03-07,31.1,24.9,85.6,273.8
padukka,2022-03-08,31.1,25.6,85.8,254.3
padukka,2022-03-09,31.3,24.9,84.7,269.8
padukka,2022-03-10,32.4,24.8,83.7,253.4
padukka,2022-03-11,32.1,24.9,84.3,274.5
padukka,2022-03-12,31.1,24.4,89.5,243.3
padukka,2022-03-13,32.1,24.2,88.1,248
padukka,2022-03-14,32.1,24.1,83.8,245.9
padukka,2022-03-15,30.1,23.9,83.9,200.4
padukka,2022-03-16,31.1,24.8,81.5,164.8
padukka,2022-03-17,32.1,26.4,86.4,164.3
padukka,2022-03-18,31.1,26.2,89.2,214.1
padukka,2022-03-19,31.1,26.9,87.7,245.9
padukka,2022-03-20,31.1,26.9,87.2,219.2
padukka,2022-03-21,31.1,26.8,89.6,234.3
padukka,2022-03-22,32.1,27.2,89.2,252.9
padukka,2022-03-23,31.1,26.2,85.9,234.6
padukka,2022-03-24,31.1,26,84.3,202.7
padukka,2022-03-25,31.1,25.5,83.5,241.9
padukka,2022-03-26,31.8,25,81.7,239.5
padukka,2022-03-27,32.1,25.7,83.7,279.4
padukka,2022-03-28,32.3,26.2,84.9,268.7
padukka,2022-03-29,32.1,26.2,86.8,266.7
padukka,2022-03-30,32.6,24.5,81.4,251.5
padukka,2022-03-31,32.2,24.5,82.1,245.1
padukka,2022-04-01,32.1,24.5,81.3,223.4
padukka,2022-04-02,31.6,24.9,82.2,276.3
padukka,2022-04-03,32.6,24.5,78.6,260.6
padukka,2022-04-04,32.1,24.6,83.5,226.7
padukka,2022-04-05,31.1,24.8,88.4,176.1
padukka,2022-04-06,32.1,23.9,83.8,234.1
padukka,2022-04-07,32.1,24.2,83.2,249.6
padukka,2022-04-08,29.6,24.1,95.5,143.2
padukka,2022-04-09,29.2,24.6,91.5,179.9
padukka,2022-04-10,26.1,24,98.3,126.4
padukka,2022-04-11,31.1,25.4,91,134.1
padukka,2022-04-12,31.5,25.2,90.6,174.1
padukka,2022-04-13,31.1,25.5,91.9,139.9
padukka,2022-04-14,32.1,25.3,86,230.5
padukka,2022-04-15,32.1,25.4,82.4,268.9
padukka,2022-04-16,32.8,25.3,80.8,248.6
padukka,2022-04-17,31.8,25,82.8,230
padukka,2022-04-18,31.6,24.9,82.3,210.5
padukka,2022-04-19,31.1,25.6,86.7,181
padukka,2022-04-20,32.1,26.1,85.8,243.7
padukka,2022-04-21,31.8,25.7,83,239.4
padukka,2022-04-22,31.8,25.5,87,194.4
padukka,2022-04-23,31.8,24.7,82.5,220.8
padukka,2022-04-24,32.3,25.1,81.4,250.2
padukka,2022-04-25,31.1,25.5,84.2,207.7
padukka,2022-04-26,32.1,25.3,83.4,256.8
padukka,2022-04-27,32.4,25.6,83.4,239
padukka,2022-04-28,32.8,25,83.9,230
padukka,2022-04-29,32.1,24.9,81.1,226.7
padukka,2022-04-30,32.8,26,82.7,226.4
padukka,2022-05-01,33.1,26,80.2,180
padukka,2022-05-02,33.1,26.4,79.4,211.6
padukka,2022-05-03,32.8,26.6,79.4,228.1
padukka,2022-05-04,33.6,26.5,80.9,219.5
padukka,2022-05-05,32.8,25.9,84.3,213
padukka,2022-05-06,32.2,25.6,84.6,206.3
padukka,2022-05-07,32.8,25.6,79.2,213.8
padukka,2022-05-08,32.8,26.5,79.9,192.8
padukka,2022-05-09,32.8,26.1,78.1,175.1
padukka,2022-05-10,32.6,25.9,80.8,194.2
padukka,2022-05-11,31.7,25.8,81.6,230.1
padukka,2022-05-12,31.1,25.3,84.2,170.1
padukka,2022-05-13,28.5,25.2,90.6,110.5
padukka,2022-05-14,30.1,24.8,83.9,29.9
