location,datetime,tempmax,dew,humidity,solarradiation
kolonnawa,2019-03-23,33.9,23.7,74.5,239.7
kolonnawa,2019-03-24,32.2,23.4,73.6,290.9
kolonnawa,2019-03-25,32.1,23.9,74.8,308
kolonnawa,2019-03-26,32.2,22.5,70.4,292.3
kolonnawa,2019-03-27,32.3,22.8,69.7,296.3
kolonnawa,2019-03-28,32.1,22,67.5,290.6
kolonnawa,2019-03-29,32.1,22.8,71.2,294.1
kolonnawa,2019-03-30,32.2,23.2,71.8,274.7
kolonnawa,2019-03-31,32.1,23.1,70.5,284
kolonnawa,2019-04-01,34.7,22.2,67.7,285.7
kolonnawa,2019-04-02,32.3,22.3,68.6,275.5
kolonnawa,2019-04-03,32.2,22.6,69.1,287.8
kolonnawa,2019-04-04,33.1,22.8,68.3,293
kolonnawa,2019-04-05,32.4,22.8,68.3,301
kolonnawa,2019-04-06,32.6,22.9,69,260.1
kolonnawa,2019-04-07,32.3,23.8,70.6,232.5
kolonnawa,2019-04-08,32.5,23.3,68.5,244.4
kolonnawa,2019-04-09,32.7,23.4,69.6,254.8
kolonnawa,2019-04-10,33.1,23.4,70.4,230.1
kolonnawa,2019-04-11,32.5,23.8,70.9,228.5
kolonnawa,2019-04-12,33.2,23.8,72.4,268.3
kolonnawa,2019-04-13,34,24.6,76.5,253.3
kolonnawa,2019-04-14,33.2,24.4,75.4,260.3
kolonnawa,2019-04-15,33.1,24,75.8,269.2
kolonnawa,2019-04-16,32.4,24,80.5,229.9
kolonnawa,2019-04-17,33.3,24.2,83.5,192.7
kolonnawa,2019-04-18,32.1,24.3,84.7,221.5
kolonnawa,2019-04-19,32.1,24.9,85,243.2
kolonnawa,2019-04-20,32.1,24.3,83.1,211.6
kolonnawa,2019-04-21,32.2,24.9,84.2,150.3
kolonnawa,2019-04-22,33.1,24.4,81.8,207.7
kolonnawa,2019-04-23,33.1,24.4,81.2,223
kolonnawa,2019-04-24,33.1,24.7,79,260.8
kolonnawa,2019-04-25,32.6,25,81.7,209.4
kolonnawa,2019-04-26,31.1,24.8,82.5,141
kolonnawa,2019-04-27,32.1,26.1,84.3,119.5
kolonnawa,2019-04-28,32.2,26.4,83.2,188.9
kolonnawa,2019-04-29,30.4,24.8,85.5,147.9
kolonnawa,2019-04-30,30.4,25.4,86.2,145.4
kolonnawa,2019-05-01,32.4,25.5,75.7,183.3
kolonnawa,2019-05-02,31.1,26.5,84,157.5
kolonnawa,2019-05-03,31.1,25.6,86.1,102.6
kolonnawa,2019-05-04,32.2,25.1,79.4,189.4
kolonnawa,2019-05-05,32.2,25.1,78.3,223.2
kolonnawa,2019-05-06,32.1,24.7,77.9,261.7
kolonnawa,2019-05-07,32.4,24.6,76.7,198.7
kolonnawa,2019-05-08,32.1,24,70,265.4
kolonnawa,2019-05-09,32.1,24.2,72,199.7
kolonnawa,2019-05-10,32.2,25.7,77.4,205.2
kolonnawa,2019-05-11,32.1,25.8,78.4,232.9
kolonnawa,2019-05-12,32.1,26,79.7,198.4
kolonnawa,2019-05-13,32.2,25.6,78.3,240.9
kolonnawa,2019-05-14,32.1,25.7,77.3,237.5
kolonnawa,2019-05-15,32.1,25.6,78.6,238.4
kolonnawa,2019-05-16,32.1,26.3,80,208
kolonnawa,2019-05-17,33.1,25.8,80,210.6
kolonnawa,2019-05-18,32.7,25.6,81.9,214.9
kolonnawa,2019-05-19,32.3,25.6,81.7,230.5
kolonnawa,2019-05-20,32.4,26,79.8,239.7
kolonnawa,2019-05-21,32.3,25.4,78.6,212.1
kolonnawa,2019-05-22,31.1,24.6,83,241.7
kolonnawa,2019-05-23,33.1,24.9,79.9,211.9
kolonnawa,2019-05-24,30.4,25.1,86.7,161.4
kolonnawa,2019-05-25,30.5,25.3,86.3,170.9
kolonnawa,2019-05-26,31.1,25.7,83,232.7
kolonnawa,2019-05-27,32.1,26.1,82.5,223.9
kolonnawa,2019-05-28,32.4,26.6,81.3,209.6
kolonnawa,2019-05-29,32.1,26.5,81.7,189.2
kolonnawa,2019-05-30,32.1,26.2,81.8,207.3
kolonnawa,2019-05-31,31.6,25.5,81.8,202
kolonnawa,2019-06-01,32.2,25.1,77.5,232.4
kolonnawa,2019-06-02,32.1,25.5,78.9,207.9
kolonnawa,2019-06-03,32.1,25.4,81.1,188
kolonnawa,2019-06-04,30.8,25.5,84.3,181.2
kolonnawa,2019-06-05,31.4,25.5,84.8,194.7
kolonnawa,2019-06-06,31.1,26,84.1,175.7
kolonnawa,2019-06-07,30.5,25.8,85.6,158.7
kolonnawa,2019-06-08,31.5,25.7,83.6,179.2
kolonnawa,2019-06-09,31.7,25.4,85.8,187.5
kolonnawa,2019-06-10,29.1,24.8,89.5,164.5
kolonnawa,2019-06-11,31.2,24.9,85.8,201.6
kolonnawa,2019-06-12,30.1,24.8,86,178.1
kolonnawa,2019-06-13,29.7,24.9,85.2,175.4
kolonnawa,2019-06-14,31.1,25.1,85.3,188.6
kolonnawa,2019-06-15,31.3,25.6,84.8,192.4
kolonnawa,2019-06-16,31.1,26,81.4,199.4
kolonnawa,2019-06-17,31.1,26.1,82.2,186.9
kolonnawa,2019-06-18,32,26.2,79.7,185.2
kolonnawa,2019-06-19,32,25.8,78.3,214.6
kolonnawa,2019-06-20,31.1,25.9,79.8,187.3
kolonnawa,2019-06-21,30.6,25.6,80.5,161.3
kolonnawa,2019-06-22,31.1,25,78.1,170.8
kolonnawa,2019-06-23,31.1,25.4,82.2,188.6
kolonnawa,2019-06-24,31.1,25.9,80,221.3
kolonnawa,2019-06-25,31.1,26,80.8,158.4
kolonnawa,2019-06-26,31.1,25.2,77.4,205.9
kolonnawa,2019-06-27,32.1,25.2,76.1,202.1
kolonnawa,2019-06-28,31.7,24.8,74.3,230.8
kolonnawa,2019-06-29,32.1,24.5,73,234.4
kolonnawa,2019-06-30,32.2,24.9,75,222.1
kolonnawa,2019-07-01,32.1,25,75.7,218.9
kolonnawa,2019-07-02,32.1,25.4,78.6,182
kolonnawa,2019-07-03,31.1,25.4,80.2,208.1
kolonnawa,2019-07-04,32.1,25.2,78,192.6
kolonnawa,2019-07-05,32.1,25.4,80.4,222.6
kolonnawa,2019-07-06,31.3,25.2,78.2,213.2
kolonnawa,2019-07-07,32.2,25.2,77.1,236
kolonnawa,2019-07-08,32.1,25.2,78.8,232.1
kolonnawa,2019-07-09,29.4,25,88.2,199.3
kolonnawa,2019-07-10,31.1,24.5,85.4,215.5
kolonnawa,2019-07-11,31.1,24.8,82.5,212.4
kolonnawa,2019-07-12,31.5,25.5,82.4,235.5
kolonnawa,2019-07-13,30.1,24,83.2,235.8
kolonnawa,2019-07-14,30.7,24.2,84.8,212.8
kolonnawa,2019-07-15,31.1,24.7,82.8,215.7
kolonnawa,2019-07-16,31.1,24.6,77.3,196
kolonnawa,2019-07-17,30.1,24.5,76.2,184.6
kolonnawa,2019-07-18,29.1,24.2,80,163.7
kolonnawa,2019-07-19,30.1,23.6,75.2,183.2
kolonnawa,2019-07-20,30.3,23.8,76,196.1
kolonnawa,2019-07-21,30.1,24.6,79.7,186.9
kolonnawa,2019-07-22,30.1,23.9,74.9,176.2
kolonnawa,2019-07-23,30.4,24.1,77,249.5
kolonnawa,2019-07-24,31.1,23.9,77,228.9
kolonnawa,2019-07-25,30.1,24.9,82.2,189.5
kolonnawa,2019-07-26,30.1,24.8,83,204.7
kolonnawa,2019-07-27,30.4,24.5,80.4,211.8
kolonnawa,2019-07-28,30.7,24.4,78.5,228.1
kolonnawa,2019-07-29,31.1,24.3,77.6,231.6
kolonnawa,2019-07-30,31.1,24.2,78.7,216.9
kolonnawa,2019-07-31,31.1,24.8,79.4,207
kolonnawa,2019-08-01,31.1,25.5,81.6,193.6
kolonnawa,2019-08-02,31.1,26,82.1,200.2
kolonnawa,2019-08-03,32.1,25.4,79.9,211.3
kolonnawa,2019-08-04,32.1,25.4,84,186.7
kolonnawa,2019-08-05,32.1,25.7,80.5,181.3
kolonnawa,2019-08-06,31.7,25.5,80,180.6
kolonnawa,2019-08-07,31.2,25.2,79.4,207.7
kolonnawa,2019-08-08,29.2,24.2,82.9,120.9
kolonnawa,2019-08-09,28.1,23.9,86.5,142.9
kolonnawa,2019-08-10,28.1,24.4,89.4,123.3
kolonnawa,2019-08-11,30.1,24.4,80.5,180
kolonnawa,2019-08-12,30.1,24.5,80.2,192.8
kolonnawa,2019-08-13,29.1,24.7,82.6,105.1
kolonnawa,2019-08-14,30,24.2,80,207.2
kolonnawa,2019-08-15,30.2,24.4,80,216.8
kolonnawa,2019-08-16,30.2,24.8,81.2,171.9
kolonnawa,2019-08-17,29.8,24.9,83.7,137.7
kolonnawa,2019-08-18,31.1,25.3,82.9,201.1
kolonnawa,2019-08-19,30.7,24.9,83.8,225.7
kolonnawa,2019-08-20,30.1,25.1,84.4,217.7
kolonnawa,2019-08-21,30.4,24.9,81.4,192.4
kolonnawa,2019-08-22,28.1,24.3,85.3,136.9
kolonnawa,2019-08-23,30.1,23.9,87.1,67.5
kolonnawa,2019-08-24,30.4,24.8,86.6,156.5
kolonnawa,2019-08-25,30,24.9,85.6,155.3
kolonnawa,2019-08-26,28.3,24.4,87.3,138.9
kolonnawa,2019-08-27,30,24.6,85.4,139
kolonnawa,2019-08-28,30.1,24.8,85.3,186.2
kolonnawa,2019-08-29,30.4,25,85.3,153.7
kolonnawa,2019-08-30,29.4,24.4,81.7,144.1
kolonnawa,2019-08-31,30.7,25.4,82.6,186.2
kolonnawa,2019-09-01,30.3,25.3,85.9,169.4
kolonnawa,2019-09-02,31.1,25.1,84.2,202
kolonnawa,2019-09-03,30.5,25.4,82.1,218.2
kolonnawa,2019-09-04,30.8,25.3,83.4,203.3
kolonnawa,2019-09-05,30.4,25.2,83.2,206.5
kolonnawa,2019-09-06,31.2,25.5,85,218.4
kolonnawa,2019-09-07,31.1,25.3,79.3,227.3
kolonnawa,2019-09-08,31.7,24.8,76.9,265.8
kolonnawa,2019-09-09,31.1,24.8,76.2,256.5
kolonnawa,2019-09-10,31.1,25.1,78,217.2
kolonnawa,2019-09-11,30.1,25,86,157.9
kolonnawa,2019-09-12,27.1,23.7,89.7,159.8
kolonnawa,2019-09-13,30.1,24.3,84.5,200
kolonnawa,2019-09-14,30.1,24.6,84.1,228.4
kolonnawa,2019-09-15,29.1,24.5,90.1,145.5
kolonnawa,2019-09-16,28.1,24.2,90.7,168.1
kolonnawa,2019-09-17,30.2,25.1,83.8,224.2
kolonnawa,2019-09-18,34,24.6,81,191.5
kolonnawa,2019-09-19,30.2,24.7,85.6,179.9
kolonnawa,2019-09-20,30.3,24.3,86.3,184.7
kolonnawa,2019-09-21,33,24.9,84.7,204.1
kolonnawa,2019-09-22,30,24.8,86.4,190.9
kolonnawa,2019-09-23,34,24.9,88.5,145.5
kolonnawa,2019-09-24,26.1,23.4,93.1,139.8
kolonnawa,2019-09-25,27.3,23.3,90.7,57.6
kolonnawa,2019-09-26,31.1,22.8,77.4,213.8
kolonnawa,2019-09-27,31.9,23.6,81.4,246.4
kolonnawa,2019-09-28,31.1,23,85.8,213.1
kolonnawa,2019-09-29,29.1,23.6,87,179.3
kolonnawa,2019-09-30,30.7,23.4,84.1,182.3
kolonnawa,2019-10-01,31.1,23.2,84,234.2
kolonnawa,2019-10-02,32,24,82.9,202.4
kolonnawa,2019-10-03,30.1,24.3,84.4,161.6
kolonnawa,2019-10-04,30.4,23.4,80.4,234.9
kolonnawa,2019-10-05,29.8,23.2,80.6,231.3
kolonnawa,2019-10-06,30.1,23,85.9,171.9
kolonnawa,2019-10-07,29.7,23.6,83.4,155.1
kolonnawa,2019-10-08,30.1,24,84.6,192.7
kolonnawa,2019-10-09,30.1,24.3,82.9,215.2
kolonnawa,2019-10-10,30.8,24.1,80.4,195.6
kolonnawa,2019-10-11,30.1,23.7,85.8,191.8
kolonnawa,2019-10-12,30.5,23.8,85.3,177.8
kolonnawa,2019-10-13,31.1,23.9,83.4,233.8
kolonnawa,2019-10-14,31.1,24.5,85.5,218.4
kolonnawa,2019-10-15,31.1,24.3,86,168.2
kolonnawa,2019-10-16,29.9,23.9,87.6,119.3
kolonnawa,2019-10-17,31,23.9,82.5,175.1
kolonnawa,2019-10-18,32.1,23.6,82.8,237.6
kolonnawa,2019-10-19,30.7,24.1,87.5,158.3
kolonnawa,2019-10-20,30.1,23.8,88.3,161.2
kolonnawa,2019-10-21,28.7,23.7,90,103.2
kolonnawa,2019-10-22,28.4,23.3,88.7,116.6
kolonnawa,2019-10-23,31.1,24,86,201.6
kolonnawa,2019-10-24,26.4,23.5,91,39.7
kolonnawa,2019-10-25,30.2,23.6,84.3,165.3
kolonnawa,2019-10-26,29.4,23.5,84.7,119.5
kolonnawa,2019-10-27,29.6,23.7,86.1,119.4
kolonnawa,2019-10-28,28.1,23.1,89.3,49.9
kolonnawa,2019-10-29,29.2,23.3,85.2,92.5
kolonnawa,2019-10-30,30.1,23.8,86.3,130.2
kolonnawa,2019-10-31,29.5,23.5,84.6,172.3
kolonnawa,2019-11-01,31.1,23.4,79.7,259.6
kolonnawa,2019-11-02,31.1,24,84.2,202.4
kolonnawa,2019-11-03,31.1,23.5,87.1,152.6
kolonnawa,2019-11-04,30.1,23.9,83.2,228
kolonnawa,2019-11-05,31.1,24.4,83.3,215.3
kolonnawa,2019-11-06,31.5,24.6,81.6,225.8
kolonnawa,2019-11-07,31.3,23.9,78.1,224.2
kolonnawa,2019-11-08,31.7,24.7,81.7,212.8
kolonnawa,2019-11-09,30.2,24.8,87.9,185.7
kolonnawa,2019-11-10,30.1,24.6,86.1,188.8
kolonnawa,2019-11-11,29.9,24.4,84.6,217
kolonnawa,2019-11-12,31.1,24,81.2,228.6
kolonnawa,2019-11-13,31.1,23.9,83.2,232.1
kolonnawa,2019-11-14,31.1,24.3,81.4,254.1
kolonnawa,2019-11-15,31.4,24.5,83.7,223.7
kolonnawa,2019-11-16,31.1,23.9,86.2,193
kolonnawa,2019-11-17,31.4,23.6,80.7,232.9
kolonnawa,2019-11-18,30.7,24.3,84.6,233.7
kolonnawa,2019-11-19,30.7,24.2,86.6,199.1
kolonnawa,2019-11-20,31.2,24.3,85.9,210.5
kolonnawa,2019-11-21,32.1,23.9,82.4,233.6
kolonnawa,2019-11-22,32.1,23.8,84,182.1
kolonnawa,2019-11-23,33.1,24,86.4,214.4
kolonnawa,2019-11-24,31.1,24.1,85.5,142.7
kolonnawa,2019-11-25,30.1,24.3,88.7,159.7
kolonnawa,2019-11-26,33.1,23.7,81.6,212.6
kolonnawa,2019-11-27,32.6,23.8,82.4,230.8
kolonnawa,2019-11-28,33.3,24.3,82,175.4
kolonnawa,2019-11-29,30.8,24.1,88,168.5
kolonnawa,2019-11-30,28.9,24,91.5,57.9
kolonnawa,2019-12-01,30.1,24.1,87.8,92.9
kolonnawa,2019-12-02,30.7,24,86.2,164.7
kolonnawa,2019-12-03,31.1,24,83,129.4
kolonnawa,2019-12-04,29.1,24.4,89.6,144.2
kolonnawa,2019-12-05,30.1,23.9,91.9,151.4
kolonnawa,2019-12-06,32.1,23.7,83.5,95.3
kolonnawa,2019-12-07,31.1,23.7,84.3,150.3
kolonnawa,2019-12-08,32.1,22.7,78.4,203.3
kolonnawa,2019-12-09,31.1,22,77,188.5
kolonnawa,2019-12-10,31.1,23.3,82.2,164.1
kolonnawa,2019-12-11,31.1,22.8,79.5,198.7
kolonnawa,2019-12-12,31.1,23.5,82.1,207.6
kolonnawa,2019-12-13,30.4,24.5,88,209.8
kolonnawa,2019-12-14,30.1,24.6,86.7,213.8
kolonnawa,2019-12-15,32.1,23.3,80.6,191.5
kolonnawa,2019-12-16,32.1,22.8,78.6,229.8
kolonnawa,2019-12-17,31.3,23,83.1,178.7
kolonnawa,2019-12-18,30.1,23.8,86.2,176.9
kolonnawa,2019-12-19,31.1,24.6,87.8,155.8
kolonnawa,2019-12-20,26.8,23.8,94.2,141.9
kolonnawa,2019-12-21,32.1,23.6,84,130.2
kolonnawa,2019-12-22,31.2,23.7,83.3,199.4
kolonnawa,2019-12-23,31.1,23.5,82.3,162.3
kolonnawa,2019-12-24,31.1,24.3,85.8,199.3
kolonnawa,2019-12-25,31.1,24.9,90,214
kolonnawa,2019-12-26,31.1,23.6,85.5,220.2
kolonnawa,2019-12-27,32.1,21.6,75.1,244.1
kolonnawa,2019-12-28,31.2,23,80.3,235.7
kolonnawa,2019-12-29,33.2,21.1,70.8,248.3
kolonnawa,2019-12-30,32.1,22.3,76.8,229.4
kolonnawa,2019-12-31,31.1,23.6,82.9,219.1
kolonnawa,2020-01-01,31.1,23.9,85.7,229.2
kolonnawa,2020-01-02,32.1,23,84.2,194.9
kolonnawa,2020-01-03,31.1,24.3,85,228.4
kolonnawa,2020-01-04,31.1,25,83.9,227.5
kolonnawa,2020-01-05,31.1,24.9,85.3,237.2
kolonnawa,2020-01-06,34.1,23.6,77.4,243.8
kolonnawa,2020-01-07,34.1,23.1,74.3,217.8
kolonnawa,2020-01-08,32.5,22.5,71.3,228.2
kolonnawa,2020-01-09,33.1,21.4,71.6,260
kolonnawa,2020-01-10,32.1,22,76.4,235.9
kolonnawa,2020-01-11,32.2,22.5,75.9,239.5
kolonnawa,2020-01-12,33.1,22,71,214.2
kolonnawa,2020-01-13,32.4,19.9,66,269.6
kolonnawa,2020-01-14,31.9,17.9,61.5,278.2
kolonnawa,2020-01-15,32.1,20.1,70.9,239.6
kolonnawa,2020-01-16,31.3,22,76.8,238.4
kolonnawa,2020-01-17,31.1,23.8,81.2,218.9
kolonnawa,2020-01-18,31.1,24.1,79.9,233.7
kolonnawa,2020-01-19,31.9,24.4,81.1,222
kolonnawa,2020-01-20,34.1,23.2,72.4,249.9
kolonnawa,2020-01-21,34.1,23.5,74.3,240.4
kolonnawa,2020-01-22,33.5,24.3,80.1,192.6
kolonnawa,2020-01-23,34.1,24.2,77.6,222.2
kolonnawa,2020-01-24,35.1,23.2,73.1,222.3
kolonnawa,2020-01-25,33.1,23.1,75.3,211.6
kolonnawa,2020-01-26,34.1,22.2,72.4,283.6
kolonnawa,2020-01-27,32.1,21.9,74.7,238.3
kolonnawa,2020-01-28,31,22.4,78,250.8
kolonnawa,2020-01-29,32.1,22.4,75.9,268.9
kolonnawa,2020-01-30,32.1,22.7,76.7,260.6
kolonnawa,2020-01-31,33.1,23.5,79.4,270.3
kolonnawa,2020-02-01,35.1,21.1,68.4,271
kolonnawa,2020-02-02,32.1,21.8,72,229.9
kolonnawa,2020-02-03,32.5,22.7,76.3,254.1
kolonnawa,2020-02-04,33.4,21.9,70.6,266.9
kolonnawa,2020-02-05,33.4,21.9,72.4,242.7
kolonnawa,2020-02-06,32.1,22.8,74.9,269.1
kolonnawa,2020-02-07,31.4,22.7,78.8,254.1
kolonnawa,2020-02-08,31.6,22.7,77.2,269.2
kolonnawa,2020-02-09,32.1,22.3,73.2,277.3
kolonnawa,2020-02-10,35.1,20,64.2,262.2
kolonnawa,2020-02-11,35.1,21.2,66.4,250.1
kolonnawa,2020-02-12,34.1,23.3,71.5,241
kolonnawa,2020-02-13,35.5,22.5,67.8,212.8
kolonnawa,2020-02-14,33.1,23.3,74.5,213.8
kolonnawa,2020-02-15,31.2,23.7,76.5,252.4
kolonnawa,2020-02-16,32.4,24.6,77.7,255.4
kolonnawa,2020-02-17,35.1,22.8,70,284.4
kolonnawa,2020-02-18,34.1,20.2,64.9,268
kolonnawa,2020-02-19,33.1,20.9,68.9,274.9
kolonnawa,2020-02-20,35.1,21.9,67.3,269.7
kolonnawa,2020-02-21,35.1,23.6,71.6,232.9
kolonnawa,2020-02-22,35.1,23.2,68.2,227.8
kolonnawa,2020-02-23,36.1,22.8,67.3,253.7
kolonnawa,2020-02-24,34.1,23.1,73,270.6
kolonnawa,2020-02-25,33.1,24.1,76.7,271.5
kolonnawa,2020-02-26,32.1,24.8,77.8,275.3
kolonnawa,2020-02-27,36.1,22.7,67.9,276.1
kolonnawa,2020-02-28,37.1,21.3,64,295.8
kolonnawa,2020-02-29,33.1,21.7,66.6,257
kolonnawa,2020-03-01,32.2,23.6,76.2,295
kolonnawa,2020-03-02,31.4,24,78.3,268.2
kolonnawa,2020-03-03,31.4,22.5,72.6,293.3
kolonnawa,2020-03-04,32.1,22.5,72.3,284
kolonnawa,2020-03-05,31.9,24.7,80.8,274.7
kolonnawa,2020-03-06,31.8,24.6,78.2,236.8
kolonnawa,2020-03-07,32.9,24.3,77.6,248.1
kolonnawa,2020-03-08,32.2,23.6,76.7,265.5
kolonnawa,2020-03-09,32.1,24.5,76.2,281.5
kolonnawa,2020-03-10,32.1,24.7,76.3,260.6
kolonnawa,2020-03-11,33.5,24.4,74.6,241.4
kolonnawa,2020-03-12,32.2,24.6,75.6,238.9
kolonnawa,2020-03-13,35.1,24.3,73.6,276.9
kolonnawa,2020-03-14,34.5,24.3,74,268.1
kolonnawa,2020-03-15,32.1,24.7,77.8,257
kolonnawa,2020-03-16,33.1,24.9,78.4,274.6
kolonnawa,2020-03-17,33.6,24.5,81.6,236.4
kolonnawa,2020-03-18,33,23.9,77.5,234.5
kolonnawa,2020-03-19,32.4,25.3,81.4,244.3
kolonnawa,2020-03-20,32.1,25,81.7,256.3
kolonnawa,2020-03-21,32.9,23.5,75.8,273.2
kolonnawa,2020-03-22,32.1,23.9,76.2,270.4
kolonnawa,2020-03-23,32.4,24.6,78.1,257.6
kolonnawa,2020-03-24,32.1,24.9,78.7,271.7
kolonnawa,2020-03-25,32.5,25,78.1,270.1
kolonnawa,2020-03-26,32.1,25,82.7,278
kolonnawa,2020-03-27,31.1,24.3,78.9,289.3
kolonnawa,2020-03-28,32.8,24.6,77.2,289.1
kolonnawa,2020-03-29,33.1,24.8,74.9,240.7
kolonnawa,2020-03-30,33.1,25.1,79.4,250.1
kolonnawa,2020-03-31,32.7,25.4,82.5,268.4
kolonnawa,2020-04-01,32.1,24.8,80.3,289.5
kolonnawa,2020-04-02,32.6,24.2,78,300.6
kolonnawa,2020-04-03,32.2,24.4,76.9,296.4
kolonnawa,2020-04-04,33.3,25.4,85.2,252.2
kolonnawa,2020-04-05,32.9,24.6,78.6,284.4
kolonnawa,2020-04-06,32.7,25.2,78.4,265.1
kolonnawa,2020-04-07,32.4,25,77,259.9
kolonnawa,2020-04-08,32.8,25.7,80.2,250.2
kolonnawa,2020-04-09,32.1,25.7,83.8,251.3
kolonnawa,2020-04-10,32.6,24.4,77.6,262.4
kolonnawa,2020-04-11,32.2,24.4,77.5,242.4
kolonnawa,2020-04-12,32.1,25.1,83.1,258.9
kolonnawa,2020-04-13,32.1,23.6,80,254
kolonnawa,2020-04-14,32.7,24.1,82.1,242.9
kolonnawa,2020-04-15,32.1,24,82.7,246.6
kolonnawa,2020-04-16,32.4,24.1,80.2,261
kolonnawa,2020-04-17,32.8,24.8,81,272.2
kolonnawa,2020-04-18,33.4,23.3,78.6,260.5
kolonnawa,2020-04-19,34.6,23.3,81.8,265.2
kolonnawa,2020-04-20,32.8,23.3,79.4,278.1
kolonnawa,2020-04-21,33.1,24.1,79.6,259.5
kolonnawa,2020-04-22,31.9,25.3,87.2,232.6
kolonnawa,2020-04-23,32.4,24.8,84.3,227.5
kolonnawa,2020-04-24,32.1,25.5,86,193.3
kolonnawa,2020-04-25,33,25.5,82.8,254.4
kolonnawa,2020-04-26,32.9,25.3,81.9,243.1
kolonnawa,2020-04-27,33.1,26.6,82.3,247.6
kolonnawa,2020-04-28,33.1,26.3,82.4,213
kolonnawa,2020-04-29,32.9,26,81.6,225.3
kolonnawa,2020-04-30,33.7,26.6,82.1,226.7
kolonnawa,2020-05-01,33.1,26,82.4,237.9
kolonnawa,2020-05-02,33.4,26.6,81.4,245
kolonnawa,2020-05-03,33.1,26.7,83,242
kolonnawa,2020-05-04,33.1,25.1,80.8,230.6
kolonnawa,2020-05-05,33.5,24.9,82.6,241.6
kolonnawa,2020-05-06,31.1,23.8,85,149.7
kolonnawa,2020-05-07,33.1,23,80.5,207
kolonnawa,2020-05-08,32.7,25.3,84.4,164.9
kolonnawa,2020-05-09,32.7,26.3,84.8,189
kolonnawa,2020-05-10,32.9,24.9,84.1,231.1
kolonnawa,2020-05-11,29.9,25.4,91.1,101
kolonnawa,2020-05-12,32.7,24.2,83.4,208.6
kolonnawa,2020-05-13,32.1,26,87.8,137.6
kolonnawa,2020-05-14,32.9,25.3,83.6,261.3
kolonnawa,2020-05-15,30.1,23.6,90.2,121.8
kolonnawa,2020-05-16,32.1,26.6,85.3,182.1
kolonnawa,2020-05-17,32.1,26.4,87.6,149.7
kolonnawa,2020-05-18,31.1,25.8,84.2,129.2
kolonnawa,2020-05-19,30.9,26.3,83.1,116.1
kolonnawa,2020-05-20,32.1,25.6,80.7,198.7
kolonnawa,2020-05-21,32,25.7,86.1,127.4
kolonnawa,2020-05-22,31.2,25.3,89,101.7
kolonnawa,2020-05-23,32.7,26.7,86.6,229.3
kolonnawa,2020-05-24,32.6,27.7,89.1,204.5
kolonnawa,2020-05-25,31.5,27.3,87.7,171.4
kolonnawa,2020-05-26,31.9,27.3,86.8,198.7
kolonnawa,2020-05-27,31.1,26.5,89.9,158.4
kolonnawa,2020-05-28,31.1,26.8,86.9,155.7
kolonnawa,2020-05-29,31.7,26.5,85.7,167.9
kolonnawa,2020-05-30,32.6,26.3,85.9,209.1
kolonnawa,2020-05-31,32.7,26.2,85.5,215.2
kolonnawa,2020-06-01,32.7,26.1,85,199.3
kolonnawa,2020-06-02,31.9,25.8,83.7,254.7
kolonnawa,2020-06-03,31.9,25.5,81.2,260.6
kolonnawa,2020-06-04,32.1,25.2,81.6,247.9
kolonnawa,2020-06-05,32.1,26.4,84.2,227.4
kolonnawa,2020-06-06,29.1,25.5,93.9,147
kolonnawa,2020-06-07,31.1,25.7,94.4,110.1
kolonnawa,2020-06-08,30.7,25.7,90.8,201.9
kolonnawa,2020-06-09,31.9,26.5,84.5,198
kolonnawa,2020-06-10,31.4,27.5,89,190.8
kolonnawa,2020-06-11,31.1,26.4,86.7,146.1
kolonnawa,2020-06-12,31.4,26.5,86.7,150.5
kolonnawa,2020-06-13,31.4,26.1,82.5,216.9
kolonnawa,2020-06-14,31.7,25.2,77.9,218.5
kolonnawa,2020-06-15,32.7,25.6,78,245.3
kolonnawa,2020-06-16,31.1,25.6,79.7,209.4
kolonnawa,2020-06-17,31.9,25.9,82.3,192.4
kolonnawa,2020-06-18,31.9,25.4,77.8,214.1
kolonnawa,2020-06-19,31.9,25.1,76.7,209.9
kolonnawa,2020-06-20,32.7,25.2,77.1,219.7
kolonnawa,2020-06-21,30.7,25.3,81.2,187.1
kolonnawa,2020-06-22,30.7,24.8,78,181.4
kolonnawa,2020-06-23,31.4,24.3,75.4,212.3
kolonnawa,2020-06-24,31.7,25.7,83.5,199.9
kolonnawa,2020-06-25,31,25.7,82,176.4
kolonnawa,2020-06-26,29.2,24.5,81.6,134.1
kolonnawa,2020-06-27,31.9,24.3,77.5,213.1
kolonnawa,2020-06-28,31.9,25.4,83.6,209.2
kolonnawa,2020-06-29,31.9,25.7,82.9,168.5
kolonnawa,2020-06-30,31.1,26.1,83.7,183.1
kolonnawa,2020-07-01,32.1,26.2,83.3,187.7
kolonnawa,2020-07-02,31.3,25.6,80.2,217.7
kolonnawa,2020-07-03,31.1,25.1,80.3,142.4
kolonnawa,2020-07-04,31.1,25.1,81.3,191.9
kolonnawa,2020-07-05,32.7,24.4,76.7,219.2
kolonnawa,2020-07-06,31.5,25.4,83.3,216.7
kolonnawa,2020-07-07,31.1,25.5,82.6,213.2
kolonnawa,2020-07-08,31.7,25.5,81.2,190.7
kolonnawa,2020-07-09,30.9,25.3,82.2,192.2
kolonnawa,2020-07-10,30.1,25.4,83.6,186.1
kolonnawa,2020-07-11,30.9,25.2,88.6,154
